,0.975,0.946,8e-06,0.58,0.79,length
0,0.5043509918951995,0.5094455983083613,0.7071048206729784,0.5783440919526437,0.5377471952286891,1
1,0.7132600129345141,0.7204648744189606,0.9999972274151214,0.8179020585577811,0.7604893766205046,2
2,1.008701983790399,1.0188911966167227,1.4142096413459568,1.1566881839052874,1.0754943904573782,3
3,1.426520025869028,1.4409297488379211,1.9999944548302429,1.6358041171155622,1.5209787532410093,4
4,2.017403967580798,2.037782393233446,2.828419282691914,2.3133763678105748,2.1509887809147563,5
5,2.853040051738056,2.8818594976758423,3.9999889096604857,3.2716082342311243,3.0419575064820186,6
6,4.034807935161597,4.075564786466892,5.656838565383827,4.6267527356211495,4.301977561829513,7
7,5.706080103476113,5.7637189953516845,7.9999778193209705,6.543216468462249,6.083915012964037,8
8,8.069615870323194,8.151129572933783,11.313677130767655,9.253505471242299,8.603955123659025,9
